,id,name,area_name,salary_from,salary_to,salary_ccy,salary_gross
83444,49314103,Network system Engineer (Data Center),Москва,,,,
83445,49314112,Network system Engineer (Firewall infrastructure),Москва,,,,
83446,49314129,Network system Engineer,Москва,,,,
83447,49314132,Junior DevOps engineer,Москва,,,,
83449,49314143,"Консультант в области обработки, анализа и визуализации данных",Казань,,,,
83450,49314154,DBA / Администратор баз данных,Москва,,,,
83452,49314170,Flutter Developer,Москва,,,,
83455,49314203,Flutter Developer,Санкт-Петербург,,,,
83457,49314216,Мобильный сервисный инженер IT (Обслуживание ТС Пятерочка),Самара,43000.0,,RUR,False
83458,49314228,Ведущий сетевой инженер,Иркутск,,,,
83460,49314233,IOS Developer,Москва,20000.0,30000.0,RUR,False
83462,49314332,Системный администратор (ЛВС),Москва,,,,
83467,49314447,Младший инженер-тестировщик (телекоммуникационное оборудование),Москва,30000.0,60000.0,RUR,False
83468,49314462,Web-программист,Киров (Кировская область),24000.0,70000.0,RUR,False
83474,49314518,Разработчик QlikView,Екатеринбург,,,,
83477,49314537,Ruby developer,Москва,,,,
83481,49314593,Начинающий специалист по информационной безопасности,Москва,,,,
83482,49314595,Разработчик BI,Санкт-Петербург,,,,
83483,49314625,Тестировщик,Санкт-Петербург,,,,
83484,49314630,Специалист технической поддержки,Челябинск,30000.0,35000.0,RUR,True
83486,49314733,Senior Software Engineer,Новосибирск,,,,
83487,49314736,Системный администратор,Уфа,40000.0,,RUR,False
83490,49314818,Разработчик 1С (Middle),Москва,160000.0,180000.0,RUR,False
83491,49314821,Главный бизнес-аналитик (Brokerage),Москва,,,,
83492,49314833,Специалист по технической поддержке,Одинцово,,68750.0,RUR,True
83496,49314935,Middle PHP developer (WordPress),Москва,100000.0,,RUR,False
83497,49314936,Middle PHP developer (WordPress),Краснодар,100000.0,,RUR,False
83498,49314937,Middle PHP developer (WordPress),Санкт-Петербург,100000.0,,RUR,False
83499,49314941,Support Engineer (QORT),Москва,,,,
83501,49314985,QA Инженер (API),Москва,,,,
83502,49315004,IOS разработчик,Петрозаводск,,,,
83506,49315054,Java Junior Developer,Воронеж,,,,
83507,49315087,Бизнес-аналитик,Москва,50000.0,100000.0,RUR,False
83508,49315099,Программист 1С,Ростов-на-Дону,82000.0,,RUR,False
83509,49315114,Frontend-разработчик,Москва,,220.0,RUR,False
83510,49315119,Инженер по технической поддержке отдела продаж,Санкт-Петербург,,,,
83514,49315272,Программист 1C 8,Ангарск,,,,
83517,49315310,Консультант-аналитик в проекте внедрения системы электронного архива (ЭА) на базе 1с:Документоборот,Видное,,,,
83518,49315314,Backend-разработчик (Golang),Калининград,,,,
83520,49315318,Тестировщик ПО,Ставрополь,,,,
83522,49315342,Тестировщик ПО,Краснодар,,,,
83524,49315385,Разработчик баз данных,Екатеринбург,,,,
83528,49315417,Технический специалист по сопровождению,Москва,40000.0,,RUR,False
83531,49315467,QA инженер в команду Analytical CRM,Москва,,,,
83533,49315506,Системный администратор (на склад),Краснодар,,54000.0,RUR,False
83535,49315532,Ведущий системный администратор,Самара,33000.0,,RUR,False
83536,49315586,Flutter разработчик,Москва,80000.0,200000.0,RUR,False
83539,49315613,Java-разработчик (стажер),Волгоград,,,,
83541,49315701,QA engineer,Санкт-Петербург,,,,
83544,49315759,Java - разработчик,Санкт-Петербург,,,,
83546,49315789,Аналитик BI,Екатеринбург,,,,
83547,49315801,Data analyst,Москва,,,,
83548,49315814,QA Engineer/Тестировщик,Санкт-Петербург,,,,
83549,49315859,Junior Unity Developer,Новосибирск,40000.0,,RUR,False
83551,49315901,Java Script front-end developer (middle),Москва,,200000.0,RUR,False
83552,49315912,Программист 1С / Developer 1С,Москва,,,,
83553,49315915,Системный аналитик (SberOffice AR/VR),Москва,,,,
83555,49315941,Менеджер в службу поддержки пользователей (удаленно),Санкт-Петербург,25000.0,50000.0,RUR,False
83559,49316036,Junior Golang developer,Москва,35000.0,55000.0,RUR,False
83560,49316061,PHP-программист (Битрикс),Москва,110000.0,,RUR,False
83563,49316158,Data Analyst,Томск,,,,
83564,49316179,Python Middle (Back-End),Москва,120000.0,,RUR,True
83566,49316221,Бизнес-аналитик,Владимир,,,,
83567,49316231,Разработчик баз данных,Самара,,,,
83568,49316234,IOS разработчик,Санкт-Петербург,,,,
83569,49316235,Backend Developer (Golang),Москва,,,,
83575,49316302,Инженер-программист станков с ЧПУ,Нижний Новгород,45000.0,,RUR,True
83578,49316346,PHP- разработчик ETL-интеграций,Санкт-Петербург,,,,
83580,49316358,Senior Golang Developer (МТС Cloud),Москва,,,,
83581,49316363,Специалист технической поддержки,Москва,40000.0,50000.0,RUR,False
83582,49316367,Бизнес-аналитик (1С),Москва,,,,
83583,49316376,Data Engineer (специалист по работе с данными),Томск,,,,
83584,49316400,Software Developer Kiosk WPF,Уфа,2200.0,3200.0,USD,False
83585,49316401,Software Developer Kiosk WPF,Ростов-на-Дону,2200.0,3200.0,USD,False
83587,49316412,Аналитик BI,Саратов,,,,
83588,49316435,Программист,Краснодар,60000.0,,RUR,True
83592,49316509,Специалист технической поддержки,Псков,33000.0,41000.0,RUR,False
83593,49316513,Python-разработчик,Пермь,,,,
83594,49316515,Программист Java (системы документооборота),Самара,,,,
83595,49316530,Lead Big Data developer,Санкт-Петербург,,,,
83598,49316546,Специалист службы поддержки пользователей,Москва,35000.0,,RUR,False
83599,49316564,Программист 1С,Ижевск,60000.0,,RUR,False
83601,49316606,Программист,Улан-Удэ,,,,
83614,49316741,Frontend developer,Самара,,,,
83616,49316752,Frontend-разработчик (React.js),Москва,50000.0,,RUR,True
83626,49316827,C#/.NET разработчик (middle/senior),Самара,,,,
83627,49316867,Разработчик по внедрению системы ЦФТ-Ритейл-Банк,Санкт-Петербург,,,,
83630,49316873,Системный администратор,Гурьевск (Калининградская область),35000.0,,RUR,True
83639,49317061,Middle Java разработчик,Москва,,,,
83643,49317125,Инженер технической поддержки,Санкт-Петербург,50000.0,65000.0,RUR,False
83645,49317184,Младший сетевой инженер,Москва,100000.0,,RUR,False
83646,49317201,Старший программист 1С,Красноярск,100000.0,,RUR,False
83648,49317214,Middle React JS developer,Москва,,,,
83651,49317265,Системный администратор,Краснодар,,35000.0,RUR,True
83656,49317287,Аналитик (SQL),Санкт-Петербург,,,,
83657,49317297,Специалист службы технической поддержки,Истра,,,,
83659,49317310,Мобильный разработчик,Челябинск,60000.0,130000.0,RUR,False
83663,49317346,Middle .NET Backend Developer,Москва,120000.0,200000.0,RUR,False
83667,49317419,Автотестировщик,Санкт-Петербург,,,,
83668,49317428,Manual QA Engineer (middle),Санкт-Петербург,,,,
83670,49317481,Full stack аналитик данных в команду Navi,Новосибирск,,,,
83672,49317496,Системный аналитик (Middle\Middle+),Санкт-Петербург,,,,
83677,49317600,Системный инженер / DevOps,Санкт-Петербург,,,,
83678,49317654,Инженер по качеству данных в Яндекс.Маркет,Москва,,,,
83683,49317743,Специалист Helpdesk,Уфа,,,,
83687,49317858,Специалист технической поддержки,Псков,,,,
83688,49317892,Разработчик Spark/Hadoop (витрины и сервисы озера данных),Москва,,,,
83690,49317941,PHP-программист,Ростов-на-Дону,55000.0,,RUR,False
83693,49318003,Младший системный аналитик,Москва,,,,
83695,49318108,SQL + Java developer,Москва,,,,
83696,49318153,Customer support manager / специалист службы поддержки,Москва,,,,
83702,49318262,C# Unity Developer,Москва,,,,
83703,49318272,Backend C# developer (Игра),Москва,,,,
83706,49318298,DevOps инженер,Москва,120000.0,300000.0,RUR,False
83708,49318337,Стажер - разработчик С,Пенза,,,,
83711,49318395,Middle .NET Backend Developer,Новосибирск,75000.0,150000.0,RUR,False
83712,49318396,Инженер технической поддержки,Самара,44000.0,,RUR,False
83713,49318401,QA Engineer / Тестировщик,Москва,60000.0,80000.0,RUR,False
83714,49318402,QA Engineer / Тестировщик,Санкт-Петербург,60000.0,80000.0,RUR,False
83715,49318403,QA Engineer / Тестировщик,Новосибирск,60000.0,80000.0,RUR,False
83717,49318427,System Analyst (IT Consultant),Екатеринбург,,,,
83721,49318525,Python developer,Москва,120000.0,300000.0,RUR,False
83725,49318587,Golang разработчик в Лабораторию Блокчейн,Москва,,,,
83727,49318650,Аналитик DWH,Москва,,,,
83728,49318677,Программист-стажер 1C,Нижний Новгород,40000.0,,RUR,True
83729,49318687,Специалист технической поддержки 1С,Москва,,,,
83730,49318724,Senior UE4 Developer C++/Blueprint,Москва,,,,
83731,49318725,Senior UE4 Developer C++/Blueprint,Санкт-Петербург,,,,
83732,49318726,Senior UE4 Developer C++/Blueprint,Новосибирск,,,,
83734,49318751,Специалист по внедрению CRM/Тестировщик,Санкт-Петербург,,,,
83735,49318756,Программист 1С,Ростов-на-Дону,45000.0,50000.0,RUR,False
83736,49318774,Ведущий специалист по программному обеспечению 1С (программист),Пермь,62940.0,62940.0,RUR,False
83737,49318775,Ведущий специалист по программному обеспечению 1С (программист),Кунгур,62940.0,,RUR,False
83740,49318798,.Net Developer,Ростов-на-Дону,,,,
83743,49318815,QA Engineer,Москва,,,,
83744,49318816,QA Engineer,Санкт-Петербург,,,,
83745,49318817,QA Engineer,Нижний Новгород,,,,
83746,49318827,Ведущий специалист сопровождения процессингового центра,Казань,,,,
83747,49318834,Инженер по сопровождению программного обеспечения,Санкт-Петербург,70000.0,,RUR,False
83749,49318864,Стажер — Группа по внедрению решений SAP — Департамент консалтинга,Москва,,,,
83750,49318867,Тестировщик,Москва,,,,
83751,49318871,Старший специалист поддержки Медиасервисов в социальных сетях,Москва,,,,
83752,49318872,Старший специалист поддержки Медиасервисов в социальных сетях,Санкт-Петербург,,,,
83753,49318873,Старший специалист поддержки Медиасервисов в социальных сетях,Новосибирск,,,,
83754,49318874,Старший специалист поддержки Медиасервисов в социальных сетях,Екатеринбург,,,,
83755,49318875,Старший специалист поддержки Медиасервисов в социальных сетях,Казань,,,,
83756,49318876,Старший специалист поддержки Медиасервисов в социальных сетях,Нижний Новгород,,,,
83757,49318877,Старший специалист поддержки Медиасервисов в социальных сетях,Челябинск,,,,
83758,49318878,Старший специалист поддержки Медиасервисов в социальных сетях,Самара,,,,
83759,49318879,Старший специалист поддержки Медиасервисов в социальных сетях,Омск,,,,
83760,49318880,Старший специалист поддержки Медиасервисов в социальных сетях,Ростов-на-Дону,,,,
83761,49318881,Старший специалист поддержки Медиасервисов в социальных сетях,Уфа,,,,
83762,49318882,Старший специалист поддержки Медиасервисов в социальных сетях,Красноярск,,,,
83763,49318883,Старший специалист поддержки Медиасервисов в социальных сетях,Воронеж,,,,
83764,49318884,Старший специалист поддержки Медиасервисов в социальных сетях,Пермь,,,,
83765,49318885,Старший специалист поддержки Медиасервисов в социальных сетях,Волгоград,,,,
83766,49318886,Старший специалист поддержки Медиасервисов в социальных сетях,Краснодар,,,,
83767,49318887,Старший специалист поддержки Медиасервисов в социальных сетях,Саратов,,,,
83768,49318888,Старший специалист поддержки Медиасервисов в социальных сетях,Тюмень,,,,
83769,49318889,Старший специалист поддержки Медиасервисов в социальных сетях,Тольятти,,,,
83770,49318890,Старший специалист поддержки Медиасервисов в социальных сетях,Ижевск,,,,
83771,49318891,Старший специалист поддержки Медиасервисов в социальных сетях,Барнаул,,,,
83772,49318892,Старший специалист поддержки Медиасервисов в социальных сетях,Ульяновск,,,,
83773,49318893,Старший специалист поддержки Медиасервисов в социальных сетях,Иркутск,,,,
83774,49318894,Старший специалист поддержки Медиасервисов в социальных сетях,Хабаровск,,,,
83775,49318895,Старший специалист поддержки Медиасервисов в социальных сетях,Ярославль,,,,
83776,49318896,Старший специалист поддержки Медиасервисов в социальных сетях,Владивосток,,,,
83777,49318897,Старший специалист поддержки Медиасервисов в социальных сетях,Махачкала,,,,
83778,49318898,Старший специалист поддержки Медиасервисов в социальных сетях,Томск,,,,
83779,49318899,Старший специалист поддержки Медиасервисов в социальных сетях,Оренбург,,,,
83780,49318900,Старший специалист поддержки Медиасервисов в социальных сетях,Кемерово,,,,
83781,49318901,Старший специалист поддержки Медиасервисов в социальных сетях,Новокузнецк,,,,
83782,49318902,Старший специалист поддержки Медиасервисов в социальных сетях,Рязань,,,,
83783,49318903,Старший специалист поддержки Медиасервисов в социальных сетях,Набережные Челны,,,,
83784,49318904,Старший специалист поддержки Медиасервисов в социальных сетях,Астрахань,,,,
83785,49318905,Старший специалист поддержки Медиасервисов в социальных сетях,Пенза,,,,
83786,49318906,Старший специалист поддержки Медиасервисов в социальных сетях,Киров (Кировская область),,,,
83787,49318907,Старший специалист поддержки Медиасервисов в социальных сетях,Липецк,,,,
83788,49318908,Старший специалист поддержки Медиасервисов в социальных сетях,Балашиха,,,,
83789,49318909,Старший специалист поддержки Медиасервисов в социальных сетях,Чебоксары,,,,
83790,49318910,Старший специалист поддержки Медиасервисов в социальных сетях,Калининград,,,,
83791,49318911,Старший специалист поддержки Медиасервисов в социальных сетях,Тула,,,,
83792,49318912,Старший специалист поддержки Медиасервисов в социальных сетях,Курск,,,,
83793,49318913,Старший специалист поддержки Медиасервисов в социальных сетях,Ставрополь,,,,
83794,49318914,Старший специалист поддержки Медиасервисов в социальных сетях,Севастополь,,,,
83795,49318915,Старший специалист поддержки Медиасервисов в социальных сетях,Сочи,,,,
83796,49318916,Старший специалист поддержки Медиасервисов в социальных сетях,Улан-Удэ,,,,
83797,49318917,Старший специалист поддержки Медиасервисов в социальных сетях,Тверь,,,,
83798,49318918,Старший специалист поддержки Медиасервисов в социальных сетях,Магнитогорск,,,,
83799,49318919,Старший специалист поддержки Медиасервисов в социальных сетях,Иваново (Ивановская область),,,,
83800,49318920,Старший специалист поддержки Медиасервисов в социальных сетях,Брянск,,,,
83802,49318936,Программист 1С,Нижний Новгород,,,,
83803,49318951,Python-разработчик (внутренние проекты),Екатеринбург,,,,
83804,49318953,Системный администратор Android устройств,Балашиха,70000.0,150000.0,RUR,False
83805,49318954,Системный администратор Android устройств,Ногинск,70000.0,150000.0,RUR,False
83806,49318955,Системный администратор Android устройств,Павловский Посад,70000.0,150000.0,RUR,False
83807,49318956,Системный администратор Android устройств,Электрогорск,70000.0,150000.0,RUR,False
83808,49318957,Системный администратор Android устройств,Электросталь,70000.0,150000.0,RUR,False
83811,49318987,Инженер технической поддержки,Оренбург,,,,
83814,49319078,Oracle разработчик,Ижевск,,,,
83816,49319115,IT Бизнес Аналитик / Системный Аналитик (удаленно),Санкт-Петербург,,,,
83817,49319134,Стажёр-тестировщик (Москва),Москва,,,,
83818,49319135,Младший консультант SAP HR,Череповец,,,,
83819,49319138,Программист-разработчик (1С),Ростов-на-Дону,120000.0,120000.0,RUR,True
83820,49319183,Программист 1с,Волгоград,35000.0,60000.0,RUR,False
83821,49319206,Старший специалист поддержки Медиасервисов в социальных сетях,Белгород,,,,
83822,49319207,Старший специалист поддержки Медиасервисов в социальных сетях,Сургут,,,,
83823,49319208,Старший специалист поддержки Медиасервисов в социальных сетях,Владимир,,,,
83824,49319209,Старший специалист поддержки Медиасервисов в социальных сетях,Чита,,,,
83825,49319210,Старший специалист поддержки Медиасервисов в социальных сетях,Нижний Тагил,,,,
83826,49319211,Старший специалист поддержки Медиасервисов в социальных сетях,Архангельск,,,,
83827,49319212,Старший специалист поддержки Медиасервисов в социальных сетях,Симферополь,,,,
83828,49319213,Старший специалист поддержки Медиасервисов в социальных сетях,Калуга,,,,
83829,49319214,Старший специалист поддержки Медиасервисов в социальных сетях,Смоленск,,,,
83830,49319215,Старший специалист поддержки Медиасервисов в социальных сетях,Якутск,,,,
83831,49319216,Старший специалист поддержки Медиасервисов в социальных сетях,Волжский (Волгоградская область),,,,
83832,49319217,Старший специалист поддержки Медиасервисов в социальных сетях,Саранск,,,,
83833,49319218,Старший специалист поддержки Медиасервисов в социальных сетях,Череповец,,,,
83834,49319219,Старший специалист поддержки Медиасервисов в социальных сетях,Курган,,,,
83835,49319220,Старший специалист поддержки Медиасервисов в социальных сетях,Вологда,,,,
83836,49319221,Старший специалист поддержки Медиасервисов в социальных сетях,Орел,,,,
83837,49319222,Старший специалист поддержки Медиасервисов в социальных сетях,Подольск (Московская область),,,,
83838,49319223,Старший специалист поддержки Медиасервисов в социальных сетях,Грозный,,,,
83839,49319224,Старший специалист поддержки Медиасервисов в социальных сетях,Владикавказ,,,,
83840,49319225,Старший специалист поддержки Медиасервисов в социальных сетях,Тамбов,,,,
83841,49319226,Старший специалист поддержки Медиасервисов в социальных сетях,Мурманск,,,,
83842,49319227,Старший специалист поддержки Медиасервисов в социальных сетях,Петрозаводск,,,,
83843,49319228,Старший специалист поддержки Медиасервисов в социальных сетях,Нижневартовск,,,,
83844,49319229,Старший специалист поддержки Медиасервисов в социальных сетях,Кострома,,,,
83845,49319230,Старший специалист поддержки Медиасервисов в социальных сетях,Стерлитамак,,,,
83846,49319231,Старший специалист поддержки Медиасервисов в социальных сетях,Йошкар-Ола,,,,
83847,49319232,Старший специалист поддержки Медиасервисов в социальных сетях,Новороссийск,,,,
83848,49319233,Старший специалист поддержки Медиасервисов в социальных сетях,Химки,,,,
83849,49319234,Старший специалист поддержки Медиасервисов в социальных сетях,Таганрог,,,,
83850,49319235,Старший специалист поддержки Медиасервисов в социальных сетях,Комсомольск-на-Амуре,,,,
83851,49319236,Старший специалист поддержки Медиасервисов в социальных сетях,Сыктывкар,,,,
83852,49319237,Старший специалист поддержки Медиасервисов в социальных сетях,Нальчик,,,,
83853,49319238,Старший специалист поддержки Медиасервисов в социальных сетях,Нижнекамск,,,,
83854,49319239,Старший специалист поддержки Медиасервисов в социальных сетях,Мытищи,,,,
83855,49319240,Старший специалист поддержки Медиасервисов в социальных сетях,Шахты,,,,
83856,49319241,Старший специалист поддержки Медиасервисов в социальных сетях,Дзержинск (Нижегородская область),,,,
83857,49319242,Старший специалист поддержки Медиасервисов в социальных сетях,Орск,,,,
83858,49319243,Старший специалист поддержки Медиасервисов в социальных сетях,Энгельс,,,,
83859,49319244,Старший специалист поддержки Медиасервисов в социальных сетях,Благовещенск (Амурская область),,,,
83860,49319245,Старший специалист поддержки Медиасервисов в социальных сетях,Братск,,,,
83861,49319246,Старший специалист поддержки Медиасервисов в социальных сетях,Королев,,,,
83862,49319247,Старший специалист поддержки Медиасервисов в социальных сетях,Ангарск,,,,
83863,49319248,Старший специалист поддержки Медиасервисов в социальных сетях,Великий Новгород,,,,
83864,49319249,Старший специалист поддержки Медиасервисов в социальных сетях,Старый Оскол,,,,
83865,49319250,Старший специалист поддержки Медиасервисов в социальных сетях,Псков,,,,
83866,49319251,Старший специалист поддержки Медиасервисов в социальных сетях,Люберцы,,,,
83867,49319252,Старший специалист поддержки Медиасервисов в социальных сетях,Южно-Сахалинск,,,,
83868,49319253,Старший специалист поддержки Медиасервисов в социальных сетях,Бийск,,,,
83869,49319254,Старший специалист поддержки Медиасервисов в социальных сетях,Прокопьевск,,,,
83870,49319255,Старший специалист поддержки Медиасервисов в социальных сетях,Армавир,,,,
83877,49319365,Специалист SAP НСИ,Уфа,,,,
83879,49319392,Java Developer,Самара,,,,
83880,49319411,Старший специалист поддержки Медиасервисов в социальных сетях,Балаково,,,,
83881,49319412,Старший специалист поддержки Медиасервисов в социальных сетях,Абакан,,,,
83882,49319413,Старший специалист поддержки Медиасервисов в социальных сетях,Рыбинск,,,,
83883,49319414,Старший специалист поддержки Медиасервисов в социальных сетях,Норильск,,,,
83884,49319415,Старший специалист поддержки Медиасервисов в социальных сетях,Северодвинск,,,,
83885,49319416,Старший специалист поддержки Медиасервисов в социальных сетях,Петропавловск-Камчатский,,,,
83886,49319417,Старший специалист поддержки Медиасервисов в социальных сетях,Красногорск,,,,
83887,49319418,Старший специалист поддержки Медиасервисов в социальных сетях,Уссурийск,,,,
83888,49319419,Старший специалист поддержки Медиасервисов в социальных сетях,Волгодонск,,,,
83889,49319420,Старший специалист поддержки Медиасервисов в социальных сетях,Новочеркасск,,,,
83890,49319421,Старший специалист поддержки Медиасервисов в социальных сетях,Сызрань,,,,
83891,49319422,Старший специалист поддержки Медиасервисов в социальных сетях,Каменск-Уральский,,,,
83892,49319423,Старший специалист поддержки Медиасервисов в социальных сетях,Златоуст,,,,
83893,49319424,Старший специалист поддержки Медиасервисов в социальных сетях,Альметьевск,,,,
83894,49319425,Старший специалист поддержки Медиасервисов в социальных сетях,Электросталь,,,,
83895,49319426,Старший специалист поддержки Медиасервисов в социальных сетях,Керчь,,,,
83896,49319427,Старший специалист поддержки Медиасервисов в социальных сетях,Миасс,,,,
83897,49319428,Старший специалист поддержки Медиасервисов в социальных сетях,Салават,,,,
83898,49319429,Старший специалист поддержки Медиасервисов в социальных сетях,Копейск,,,,
83899,49319430,Старший специалист поддержки Медиасервисов в социальных сетях,Пятигорск,,,,
83900,49319431,Старший специалист поддержки Медиасервисов в социальных сетях,Находка,,,,
83901,49319432,Старший специалист поддержки Медиасервисов в социальных сетях,Хасавюрт,,,,
83902,49319433,Старший специалист поддержки Медиасервисов в социальных сетях,Рубцовск,,,,
83903,49319434,Старший специалист поддержки Медиасервисов в социальных сетях,Майкоп,,,,
83904,49319435,Старший специалист поддержки Медиасервисов в социальных сетях,Коломна,,,,
83905,49319436,Старший специалист поддержки Медиасервисов в социальных сетях,Березники,,,,
83906,49319437,Старший специалист поддержки Медиасервисов в социальных сетях,Домодедово,,,,
83907,49319438,Старший специалист поддержки Медиасервисов в социальных сетях,Ковров,,,,
83908,49319439,Старший специалист поддержки Медиасервисов в социальных сетях,Одинцово,,,,
83909,49319440,Старший специалист поддержки Медиасервисов в социальных сетях,Нефтекамск,,,,
83910,49319441,Старший специалист поддержки Медиасервисов в социальных сетях,Кисловодск,,,,
83911,49319442,Старший специалист поддержки Медиасервисов в социальных сетях,Нефтеюганск,,,,
83912,49319443,Старший специалист поддержки Медиасервисов в социальных сетях,Батайск,,,,
83913,49319444,Старший специалист поддержки Медиасервисов в социальных сетях,Новочебоксарск,,,,
83914,49319445,Старший специалист поддержки Медиасервисов в социальных сетях,Дербент,,,,
83915,49319446,Старший специалист поддержки Медиасервисов в социальных сетях,Серпухов,,,,
83916,49319447,Старший специалист поддержки Медиасервисов в социальных сетях,Щелково,,,,
83917,49319448,Старший специалист поддержки Медиасервисов в социальных сетях,Каспийск,,,,
83918,49319449,Старший специалист поддержки Медиасервисов в социальных сетях,Черкесск,,,,
83919,49319450,Старший специалист поддержки Медиасервисов в социальных сетях,Назрань,,,,
83920,49319451,Старший специалист поддержки Медиасервисов в социальных сетях,Новомосковск (Тульская область),,,,
83921,49319452,Старший специалист поддержки Медиасервисов в социальных сетях,Раменское,,,,
83922,49319453,Старший специалист поддержки Медиасервисов в социальных сетях,Первоуральск,,,,
83923,49319454,Старший специалист поддержки Медиасервисов в социальных сетях,Кызыл,,,,
83924,49319455,Старший специалист поддержки Медиасервисов в социальных сетях,Новый Уренгой,,,,
83925,49319456,Старший специалист поддержки Медиасервисов в социальных сетях,Орехово-Зуево,,,,
83926,49319457,Старший специалист поддержки Медиасервисов в социальных сетях,Невинномысск,,,,
83927,49319458,Старший специалист поддержки Медиасервисов в социальных сетях,Обнинск,,,,
83928,49319459,Старший специалист поддержки Медиасервисов в социальных сетях,Долгопрудный,,,,
83929,49319460,Старший специалист поддержки Медиасервисов в социальных сетях,Октябрьский (Республика Башкортостан),,,,
83931,49319483,QA engineer (JavaScript),Санкт-Петербург,,,,
83933,49319510,Консультант программист 1С,Челябинск,45000.0,,RUR,False
83934,49319519,Тестировщик ПО,Санкт-Петербург,,70000.0,RUR,True
83935,49319529,Старший специалист поддержки Медиасервисов в социальных сетях,Димитровград,,,,
83936,49319530,Старший специалист поддержки Медиасервисов в социальных сетях,Ессентуки,,,,
83937,49319531,Старший специалист поддержки Медиасервисов в социальных сетях,Камышин,,,,
83938,49319532,Старший специалист поддержки Медиасервисов в социальных сетях,Евпатория,,,,
83939,49319533,Старший специалист поддержки Медиасервисов в социальных сетях,Жуковский,,,,
83940,49319534,Старший специалист поддержки Медиасервисов в социальных сетях,Пушкино (Московская область),,,,
83941,49319535,Старший специалист поддержки Медиасервисов в социальных сетях,Реутов,,,,
83942,49319536,Старший специалист поддержки Медиасервисов в социальных сетях,Муром,,,,
83943,49319537,Старший специалист поддержки Медиасервисов в социальных сетях,Новошахтинск,,,,
83944,49319538,Старший специалист поддержки Медиасервисов в социальных сетях,Ноябрьск,,,,
83945,49319539,Старший специалист поддержки Медиасервисов в социальных сетях,Северск (Томская область),,,,
83946,49319540,Старший специалист поддержки Медиасервисов в социальных сетях,Артем,,,,
83947,49319541,Старший специалист поддержки Медиасервисов в социальных сетях,Ачинск,,,,
83948,49319542,Старший специалист поддержки Медиасервисов в социальных сетях,Арзамас,,,,
83949,49319543,Старший специалист поддержки Медиасервисов в социальных сетях,Бердск,,,,
83950,49319544,Старший специалист поддержки Медиасервисов в социальных сетях,Ногинск,,,,
83951,49319545,Старший специалист поддержки Медиасервисов в социальных сетях,Элиста,,,,
83952,49319546,Старший специалист поддержки Медиасервисов в социальных сетях,Елец,,,,
83953,49319547,Старший специалист поддержки Медиасервисов в социальных сетях,Ханты-Мансийск,,,,
83954,49319548,Старший специалист поддержки Медиасервисов в социальных сетях,Железногорск (Курская область),,,,
83955,49319549,Старший специалист поддержки Медиасервисов в социальных сетях,Зеленодольск (Республика Татарстан),,,,
83956,49319550,Старший специалист поддержки Медиасервисов в социальных сетях,Новокуйбышевск,,,,
83957,49319551,Старший специалист поддержки Медиасервисов в социальных сетях,Сергиев Посад,,,,
83961,49319604,DevOps инженер-стажер в пилот поддержки YDB,Москва,,,,
83969,49319822,Python Developer,Москва,,,,
83970,49319861,Оператор CRM / Оператор базы данных / Support manager,Москва,,,,
83972,49319880,Инженер технической поддержки/Technical Support Engineer,Нижний Новгород,,,,
83974,49319930,Старший аналитик BI,Москва,,,,
83975,49319940,Менеджер-Специалист по работе с заказчиками,Ярославль,,,,
83981,49320103,Frontend-разработчик React JS,Москва,,,,
83982,49320106,Специалист второй линии поддержки,Краснодар,45000.0,,RUR,True
83985,49320223,Senior разработчик 1С-Битрик (back-end),Томск,170000.0,250000.0,RUR,False
83989,49320246,Специалист поддержки цифровых продуктов и сервисов,Курган,45000.0,,RUR,False
83991,49320277,Разработчик в тестировании в команду Compute,Санкт-Петербург,,,,
83992,49320303,Ведущий разработчик,Краснодар,150000.0,200000.0,RUR,False
83993,49320327,Программист,Тула,35000.0,45000.0,RUR,True
83999,49320455,Начинающий специалист технической поддержки,Тольятти,20000.0,27000.0,RUR,False
84001,49320538,Java-разработчик,Санкт-Петербург,80000.0,120000.0,RUR,True
84006,49320580,IOS разработчик,Москва,120000.0,250000.0,RUR,True
84008,49320726,QA-инженер,Москва,120000.0,,RUR,False
84009,49320733,Java-разработчик (удаленно),Москва,,,,
84011,49320829,Разработчик Big Data,Москва,,,,
84047,49321012,Инженер-программист АСУПТ / PLC,Москва,1500.0,,USD,True
84048,49321013,Инженер-программист АСУПТ / PLC,Санкт-Петербург,1500.0,,USD,True
84049,49321014,Инженер-программист АСУПТ / PLC,Новосибирск,1500.0,,USD,True
84050,49321015,Инженер-программист АСУПТ / PLC,Томск,1500.0,,USD,True
84052,49321067,Middle iOS Developer,Москва,,,,
84053,49321081,Инженер технической поддержки,Москва,,,,
84054,49321082,Инженер технической поддержки,Мытищи,,,,
84055,49321110,Программист 1С,Челябинск,90000.0,,RUR,False
84056,49321111,Специалист ИТ-поддержки (Шарапово),Москва,62000.0,72000.0,RUR,False
84057,49321113,Системный аналитик ЦФТ (банковское направление),Москва,,,,
84059,49321163,Ведущий специалист (отдел сопровождения финансовых систем 1С)/Программист,Пермь,70000.0,100000.0,RUR,False
